,Name,Mana Cost,CMC,Power,Toughness,Type,Creature,Non-Creature,Land,Text,Colour Identity,Rarity,Collector No.,Price,Creature_Advisor,Creature_Angel,Creature_Ape,Creature_Archer,Creature_Archon,Creature_Artifact,Creature_Artificer,Creature_Assassin,Creature_Avatar,Creature_Bard,Creature_Beast,Creature_Bird,Creature_Cat,Creature_Centaur,Creature_Citizen,Creature_Cleric,Creature_Clue,Creature_Construct,Creature_Crocodile,Creature_Cyclops,Creature_Demon,Creature_Detective,Creature_Devil,Creature_Dog,Creature_Dragon,Creature_Drake,Creature_Druid,Creature_Dryad,Creature_Elemental,Creature_Elephant,Creature_Elf,Creature_Elk,Creature_Faerie,Creature_Fish,Creature_Gargoyle,Creature_Giant,Creature_Goat,Creature_Goblin,Creature_God,Creature_Golem,Creature_Gorgon,Creature_Hellion,Creature_Homunculus,Creature_Horror,Creature_Human,Creature_Insect,Creature_Lammasu,Creature_Leech,Creature_Legendary,Creature_Merfolk,Creature_Mole,Creature_Octopus,Creature_Ogre,Creature_Ooze,Creature_Phoenix,Creature_Plant,Creature_Rogue,Creature_Scout,Creature_Shaman,Creature_Shapeshifter,Creature_Skeleton,Creature_Soldier,Creature_Sphinx,Creature_Spider,Creature_Spirit,Creature_Thopter,Creature_Thrull,Creature_Troll,Creature_Turtle,Creature_Unicorn,Creature_Vampire,Creature_Vedalken,Creature_Viashino,Creature_Wall,Creature_Warrior,Creature_Weird,Creature_Wizard,Creature_Wurm,Creature_Zombie,Key_Basic landcycling,Key_Cloak,Key_Collect evidence,Key_Crew,Key_Cycling,Key_Deathtouch,Key_Defender,Key_Disguise,Key_Double strike,Key_Enchant,Key_Equip,Key_Flash,Key_Flying,Key_Haste,Key_Hexproof,Key_Hexproof from,Key_Indestructible,Key_Investigate,Key_Landcycling,Key_Lifelink,Key_Menace,Key_Mill,Key_Prowess,Key_Reach,Key_Surveil,Key_Suspect,Key_Trample,Key_Typecycling,Key_Vigilance,Key_Ward,Black,White,Red,Green,Blue,Uncoloured
209,"Judith, Carnage Connoisseur",{3}{B}{R},5.0,3,4,Legendary Creature — Human Shaman,1,0,0,"Whenever you cast an instant or sorcery spell, choose one —
• That spell gains deathtouch and lifelink.
• Create a 2/2 red Imp creature token with ""When this creature dies, it deals 2 damage to each opponent.""","['B', 'R']",rare,210,"{'usd': '3.24', 'usd_foil': '3.62', 'usd_etched': None, 'eur': '0.30', 'eur_foil': '1.81', 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
210,"Kaya, Spirits' Justice",{2}{W}{B},4.0,,,Legendary Planeswalker — Kaya,0,1,0,"Whenever one or more creatures you control and/or creature cards in your graveyard are put into exile, you may choose a creature card from among them. Until end of turn, target token you control becomes a copy of it, except it has flying.
+2: Surveil 2, then exile a card from a graveyard.
+1: Create a 1/1 white and black Spirit creature token with flying.
−2: Exile target creature you control. For each other player, exile up to one target creature that player controls.","['B', 'W']",mythic,211,"{'usd': '7.86', 'usd_foil': '12.25', 'usd_etched': None, 'eur': '7.23', 'eur_foil': '10.06', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
211,"['Kellan, Inquisitive Prodigy', 'Tail the Suspect']",{2}{G}{U} // {G}{U},4.0,3,4,"['Legendary Creature — Human Faerie Detective', 'Sorcery — Adventure']",0,1,0,"['Flying, vigilance\nWhenever Kellan, Inquisitive Prodigy attacks, destroy up to one target artifact. If you controlled that permanent, draw a card.', 'Investigate. You may play an additional land this turn. (Then exile this card. You may cast the creature later from exile.)']","['G', 'U']",rare,212,"{'usd': '3.17', 'usd_foil': '9.62', 'usd_etched': None, 'eur': '0.07', 'eur_foil': '0.65', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
212,Kraul Whipcracker,{B}{G},2.0,3,2,Creature — Insect Assassin,1,0,0,"Reach
When Kraul Whipcracker enters the battlefield, destroy target token an opponent controls.","['B', 'G']",uncommon,213,"{'usd': '0.51', 'usd_foil': '0.25', 'usd_etched': None, 'eur': '0.12', 'eur_foil': '0.23', 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
213,"Kylox, Visionary Inventor",{5}{U}{R},7.0,4,4,Legendary Creature — Viashino Artificer,1,0,0,"Menace, ward {2}, haste
Whenever Kylox, Visionary Inventor attacks, sacrifice any number of other creatures, then exile the top X cards of your library, where X is their total power. You may cast any number of instant and/or sorcery spells from among the exiled cards without paying their mana costs.","['R', 'U']",rare,214,"{'usd': '2.29', 'usd_foil': '9.46', 'usd_etched': None, 'eur': '0.20', 'eur_foil': '0.28', 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
214,Kylox's Voltstrider,{1}{U}{R},3.0,4,4,Artifact — Vehicle,0,1,0,"Collect evidence 6: Kylox's Voltstrider becomes an artifact creature until end of turn.
Whenever Kylox's Voltstrider attacks, you may cast an instant or sorcery spell from among cards exiled with it. If that spell would be put into a graveyard, put it on the bottom of its owner's library instead.
Crew 2","['R', 'U']",mythic,215,"{'usd': '5.46', 'usd_foil': '6.47', 'usd_etched': None, 'eur': '7.33', 'eur_foil': '11.44', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
215,"Lazav, Wearer of Faces",{U}{B},2.0,2,3,Legendary Creature — Shapeshifter Detective,1,0,0,"Whenever Lazav, Wearer of Faces attacks, exile target card from a graveyard, then investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")
Whenever you sacrifice a Clue, you may have Lazav become a copy of a creature card exiled with it until end of turn.","['B', 'U']",rare,216,"{'usd': '2.27', 'usd_foil': '4.26', 'usd_etched': None, 'eur': '0.67', 'eur_foil': '1.32', 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
216,Leyline of the Guildpact,{G/W}{G/U}{B/G}{R/G},4.0,,,Enchantment,0,1,0,"If Leyline of the Guildpact is in your opening hand, you may begin the game with it on the battlefield.
Each nonland permanent you control is all colors.
Lands you control are every basic land type in addition to their other types.","['B', 'G', 'R', 'U', 'W']",rare,217,"{'usd': '8.48', 'usd_foil': '10.58', 'usd_etched': None, 'eur': '10.50', 'eur_foil': '17.54', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
217,Lightning Helix,{R}{W},2.0,,,Instant,0,1,0,Lightning Helix deals 3 damage to any target and you gain 3 life.,"['R', 'W']",uncommon,218,"{'usd': '0.22', 'usd_foil': '0.27', 'usd_etched': None, 'eur': '0.13', 'eur_foil': '0.32', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
218,Meddling Youths,{3}{R}{W},5.0,4,5,Creature — Human Detective,1,0,0,"Haste
Whenever you attack with three or more creatures, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")","['R', 'W']",uncommon,219,"{'usd': '0.37', 'usd_foil': None, 'usd_etched': None, 'eur': '0.09', 'eur_foil': '0.29', 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
219,"Niv-Mizzet, Guildpact",{W}{U}{B}{R}{G},5.0,6,6,Legendary Creature — Dragon Avatar,1,0,0,"Flying, hexproof from multicolored
Whenever Niv-Mizzet, Guildpact deals combat damage to a player, it deals X damage to any target, target player draws X cards, and you gain X life, where X is the number of different color pairs among permanents you control that are exactly two colors.","['B', 'G', 'R', 'U', 'W']",rare,220,"{'usd': '4.77', 'usd_foil': '6.76', 'usd_etched': None, 'eur': '1.27', 'eur_foil': '2.00', 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
220,No More Lies,{W}{U},2.0,,,Instant,0,1,0,"Counter target spell unless its controller pays {3}. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.","['U', 'W']",uncommon,221,"{'usd': '1.36', 'usd_foil': '1.56', 'usd_etched': None, 'eur': '0.73', 'eur_foil': '1.92', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
221,Officious Interrogation,{W}{U},2.0,,,Instant,0,1,0,"This spell costs {W}{U} more to cast for each target beyond the first.
Choose any number of target players. Investigate X times, where X is the total number of creatures those players control.","['U', 'W']",rare,222,"{'usd': '3.12', 'usd_foil': '8.00', 'usd_etched': None, 'eur': '1.31', 'eur_foil': '2.23', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
222,Private Eye,{1}{W}{U},3.0,3,3,Creature — Homunculus Detective,1,0,0,"Other Detectives you control get +1/+1.
Whenever you draw your second card each turn, target Detective can't be blocked this turn.","['U', 'W']",uncommon,223,"{'usd': '0.26', 'usd_foil': '0.25', 'usd_etched': None, 'eur': '0.10', 'eur_foil': '0.29', 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
223,"Rakdos, Patron of Chaos",{4}{B}{R},6.0,6,6,Legendary Creature — Demon,1,0,0,"Flying, trample
At the beginning of your end step, target opponent may sacrifice two nonland, nontoken permanents. If they don't, you draw two cards.","['B', 'R']",mythic,224,"{'usd': '9.11', 'usd_foil': '32.65', 'usd_etched': None, 'eur': '3.37', 'eur_foil': '7.26', 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
224,Rakish Scoundrel,{2}{B}{G},4.0,3,3,Creature — Elf Rogue,1,0,0,"Deathtouch
When Rakish Scoundrel enters the battlefield or is turned face up, target creature gains indestructible until end of turn.
Disguise {4}{B/G}{B/G} (You may cast this card face down for {3} as a 2/2 creature with ward {2}. Turn it face up any time for its disguise cost.)","['B', 'G']",common,225,"{'usd': '0.22', 'usd_foil': None, 'usd_etched': None, 'eur': '0.14', 'eur_foil': '0.17', 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
225,Relive the Past,{5}{G}{W},7.0,,,Sorcery,0,1,0,"Return up to one target artifact card, up to one target land card, and up to one target non-Aura enchantment card from your graveyard to the battlefield. They are 5/5 Elemental creatures in addition to their other types.","['G', 'W']",rare,226,"{'usd': None, 'usd_foil': None, 'usd_etched': None, 'eur': '0.32', 'eur_foil': '0.47', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
226,Repulsive Mutation,{X}{G}{U},2.0,,,Instant,0,1,0,Put X +1/+1 counters on target creature you control. Then counter up to one target spell unless its controller pays mana equal to the greatest power among creatures you control.,"['G', 'U']",uncommon,227,"{'usd': '0.21', 'usd_foil': '0.26', 'usd_etched': None, 'eur': '0.15', 'eur_foil': '0.75', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
227,Riftburst Hellion,{5}{R}{G},7.0,6,7,Creature — Hellion,1,0,0,"Reach
Disguise {4}{R/G}{R/G} (You may cast this card face down for {3} as a 2/2 creature with ward {2}. Turn it face up any time for its disguise cost.)","['G', 'R']",common,228,"{'usd': '0.21', 'usd_foil': None, 'usd_etched': None, 'eur': '0.17', 'eur_foil': None, 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
228,Rune-Brand Juggler,{B}{R},2.0,2,2,Creature — Human Shaman,1,0,0,"When Rune-Brand Juggler enters the battlefield, suspect up to one target creature you control. (A suspected creature has menace and can't block.)
{3}{B}{R}, Sacrifice a suspected creature: Target creature gets -5/-5 until end of turn.","['B', 'R']",uncommon,229,"{'usd': '0.25', 'usd_foil': None, 'usd_etched': None, 'eur': '0.10', 'eur_foil': None, 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
229,Sanguine Savior,{1}{W}{B},3.0,2,1,Creature — Vampire Cleric,1,0,0,"Flying, lifelink
Disguise {W/B}{W/B} (You may cast this card face down for {3} as a 2/2 creature with ward {2}. Turn it face up any time for its disguise cost.)
When Sanguine Savior is turned face up, another target creature you control gains lifelink until end of turn.","['B', 'W']",common,230,"{'usd': '0.22', 'usd_foil': '0.33', 'usd_etched': None, 'eur': '0.11', 'eur_foil': '0.29', 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
230,Shady Informant,{3}{B}{R},5.0,4,2,Creature — Ogre Rogue,1,0,0,"When Shady Informant dies, it deals 2 damage to any target.
Disguise {2}{B/R}{B/R} (You may cast this card face down for {3} as a 2/2 creature with ward {2}. Turn it face up any time for its disguise cost.)","['B', 'R']",common,231,"{'usd': '0.27', 'usd_foil': None, 'usd_etched': None, 'eur': '0.10', 'eur_foil': None, 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
231,Soul Search,{W}{B},2.0,,,Sorcery,0,1,0,"Target opponent reveals their hand. You choose a nonland card from it. Exile that card. If the card's mana value is 1 or less, create a 1/1 white and black Spirit creature token with flying.","['B', 'W']",uncommon,232,"{'usd': '0.27', 'usd_foil': '0.25', 'usd_etched': None, 'eur': '0.12', 'eur_foil': '0.26', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
232,Sumala Sentry,{G}{W},2.0,1,3,Creature — Elf Archer,1,0,0,"Reach
Whenever a face-down permanent you control is turned face up, put a +1/+1 counter on it and a +1/+1 counter on Sumala Sentry.","['G', 'W']",uncommon,233,"{'usd': '0.21', 'usd_foil': '0.25', 'usd_etched': None, 'eur': '0.15', 'eur_foil': '0.24', 'tix': None}",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
233,"Teysa, Opulent Oligarch",{1}{W}{B},3.0,2,3,Legendary Creature — Human Advisor,1,0,0,"Deathtouch
At the beginning of your end step, investigate for each opponent who lost life this turn.
Whenever a Clue you control is put into a graveyard from the battlefield, create a 1/1 white and black Spirit creature token with flying. This ability triggers only once each turn.","['B', 'W']",rare,234,"{'usd': '4.72', 'usd_foil': '11.57', 'usd_etched': None, 'eur': '0.12', 'eur_foil': '0.93', 'tix': None}",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
