Name,Mana Cost,CMC,Power,Toughness,Type,Creature,Non-Creature,Land,Text,Colour Identity,Rarity,Collector No.,Price,Price STD,Price Foil,Price Etched,Card Type,Creature_Advisor,Creature_Angel,Creature_Artifact,Creature_Artificer,Creature_Bear,Creature_Beast,Creature_Bird,Creature_Boar,Creature_Brushwagg,Creature_Cat,Creature_Cleric,Creature_Crab,Creature_Cyclops,Creature_Demon,Creature_Devil,Creature_Dinosaur,Creature_Djinn,Creature_Dog,Creature_Dragon,Creature_Drake,Creature_Drone,Creature_Druid,Creature_Dryad,Creature_Elder,Creature_Eldrazi,Creature_Elemental,Creature_Elephant,Creature_Elf,Creature_Elk,Creature_Enchantment,Creature_Faerie,Creature_Fox,Creature_Frog,Creature_Fungus,Creature_Gargoyle,Creature_Giant,Creature_Goblin,Creature_Golem,Creature_Horror,Creature_Human,Creature_Hydra,Creature_Insect,Creature_Jellyfish,Creature_Knight,Creature_Legendary,Creature_Lhurgoyf,Creature_Lizard,Creature_Merfolk,Creature_Minion,Creature_Monk,Creature_Moonfolk,Creature_Mutant,Creature_Myr,Creature_Nightmare,Creature_Noble,Creature_Ooze,Creature_Phoenix,Creature_Phyrexian,Creature_Plant,Creature_Rat,Creature_Rhino,Creature_Rogue,Creature_Salamander,Creature_Samurai,Creature_Scout,Creature_Shaman,Creature_Shapeshifter,Creature_Skeleton,Creature_Slith,Creature_Snake,Creature_Soldier,Creature_Sphinx,Creature_Spirit,Creature_Treefolk,Creature_Trilobite,Creature_Turtle,Creature_Unicorn,Creature_Vampire,Creature_Vedalken,Creature_Warlock,Creature_Warrior,Creature_Whale,Creature_Wizard,Creature_Wombat,Creature_Worm,Creature_Wurm,Creature_Zombie,Key_Adapt,Key_Affinity,Key_Afterlife,Key_Amass,Key_Annihilator,Key_Artifacts,Key_Ascend,Key_Bestow,Key_Cascade,Key_Collect evidence,Key_Connive,Key_Crew,Key_Cycling,Key_Deathtouch,Key_Delirium,Key_Devoid,Key_Discover,Key_Do Crime,Key_Eldrazi,Key_Emerge,Key_Enchant,Key_Energy,Key_Entwine,Key_Equip,Key_Escalate,Key_Escape,Key_Eternalize,Key_Evoke,Key_Exert,Key_Exploit,Key_Extort,Key_Fabricate,Key_Ferocious,Key_Fight,Key_First strike,Key_Flash,Key_Flashback,Key_Flying,Key_Food,Key_Get Energy,Key_Grandeur,Key_Haste,Key_Hexproof,Key_Hexproof from,Key_Imprint,Key_Improvise,Key_Investigate,Key_Kicker,Key_Landcycling,Key_Landfall,Key_Lifelink,Key_Living weapon,Key_Madness,Key_Magecraft,Key_Manifest,Key_Menace,Key_Mentor,Key_Mill,Key_Modified,Key_Modular,Key_Morbid,Key_Outlast,Key_Outlaw,Key_Overload,Key_Persist,Key_Plainscycling,Key_Populate,Key_Proliferate,Key_Protection,Key_Prototype,Key_Prowess,Key_Reach,Key_Reinforce,Key_Replicate,Key_Revolt,Key_Scry,Key_Split second,Key_Storm,Key_Support,Key_Threshold,Key_Trample,Key_Transform,Key_Treasure,Key_Typecycling,Key_Umbra armor,Key_Unearth,Key_Use Energy,Key_Vanishing,Key_Vigilance,Key_Ward,Black,White,Red,Green,Blue,Uncoloured,Colour
Kozilek's Command,{X}{C}{C},2.0,,,Kindred Instant — Eldrazi,0,1,0,"Choose two —
• Target player creates X 0/1 colorless Eldrazi Spawn creature tokens with ""Sacrifice this creature: Add {C}.""
• Target player scries X, then draws a card.
• Exile target creature with mana value X or less.
• Exile up to X target cards from graveyards.",[],rare,11,7.12,7.12,6.76,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Uncoloured
Null Elemental Blast,{C},1.0,,,Instant,0,1,0,"Choose one —
• Counter target multicolored spell.
• Destroy target multicolored permanent.",[],uncommon,12,5.55,5.55,3.64,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Uncoloured
Nulldrifter,{7},7.0,4,4,Creature — Eldrazi Elemental,1,0,0,"When you cast this spell, draw two cards.
Flying
Annihilator 1 (Whenever this creature attacks, defending player sacrifices a permanent.)
Evoke {2}{U} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)",['U'],rare,13,5.92,5.92,4.80,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Uncoloured
Twisted Riddlekeeper,{8},8.0,5,5,Creature — Eldrazi Sphinx,1,0,0,"Emerge {5}{C}{U} (You may cast this spell by sacrificing a creature and paying the emerge cost reduced by that creature's mana value.)
When you cast this spell, tap up to two target permanents. Put a stun counter on each of them. (If a permanent with a stun counter would become untapped, remove one from it instead.)
Flying",['U'],uncommon,14,0.97,0.97,2.75,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Uncoloured
"Ulamog, the Defiler",{10},10.0,7,7,Legendary Creature — Eldrazi,1,0,0,"When you cast this spell, target opponent exiles half their library, rounded up.
Ward—Sacrifice two permanents.
Ulamog, the Defiler enters the battlefield with a number of +1/+1 counters on it equal to the greatest mana value among cards in exile.
Ulamog has annihilator X, where X is the number of +1/+1 counters on it.",[],mythic,15,76.25,76.25,87.42,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Uncoloured
Warped Tusker,{7},7.0,6,8,Creature — Eldrazi Boar Beast,1,0,0,"Reach
When you cast or cycle Warped Tusker, create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this creature: Add {C}.""
Cycling {2}{G} ({2}{G}, Discard this card: Draw a card.)",['G'],common,16,0.40,0.40,0.53,,Creature,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Uncoloured
Wastescape Battlemage,{1}{C},2.0,2,2,Creature — Eldrazi Wizard,1,0,0,"Kicker {G} and/or {1}{U}
When you cast this spell, if it was kicked with its {G} kicker, exile target artifact or enchantment an opponent controls.
When you cast this spell, if it was kicked with its {1}{U} kicker, return target creature an opponent controls to its owner's hand.","['G', 'U']",uncommon,17,0.37,0.37,1.45,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Uncoloured
Aerie Auxiliary,{3}{W},4.0,3,3,Creature — Bird Soldier,1,0,0,"Flying
When Aerie Auxiliary enters the battlefield, support 2. (Put a +1/+1 counter on each of up to two other target creatures.)",['W'],common,18,,,0.51,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,White
Ajani Fells the Godsire,{3}{W}{W},5.0,,,Enchantment — Saga,0,1,0,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Exile target creature an opponent controls with power 3 or greater.
II — Create a 2/1 white Cat Warrior creature token, then put a vigilance counter on a creature you control.
III — Target creature you control gains double strike until end of turn.",['W'],uncommon,19,0.57,0.57,0.44,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,White
Argent Dais,{1}{W},2.0,,,Artifact,0,1,0,"Argent Dais enters the battlefield with two oil counters on it.
Whenever two or more creatures attack, put an oil counter on Argent Dais.
{2}, {T}, Remove two oil counters from Argent Dais: Exile another target nonland permanent. Its controller draws two cards.",['W'],rare,20,3.54,3.54,2.82,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,White
Charitable Levy,{1}{W},2.0,,,Enchantment,0,1,0,"Noncreature spells cost {1} more to cast.
Whenever a player casts a noncreature spell, put a collection counter on Charitable Levy. Then if there are three or more collection counters on it, sacrifice it. If you do, draw a card, then you may search your library for a Plains card, put it onto the battlefield tapped, then shuffle.",['W'],uncommon,21,0.51,0.51,2.63,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,White
Dog Umbra,{1}{W},2.0,,,Enchantment — Aura,0,1,0,"Flash
Enchant creature
As long as another player controls enchanted creature, it can't attack or block. Otherwise, Dog Umbra has umbra armor. (If enchanted creature would be destroyed, instead remove all damage from it and destroy this Aura.)",['W'],common,22,0.30,0.30,0.74,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,White
Envoy of the Ancestors,{2}{W},3.0,2,3,Creature — Human Cleric,1,0,0,"Outlast {W} ({W}, {T}: Put a +1/+1 counter on this creature. Outlast only as a sorcery.)
Modified creatures you control have lifelink. (Equipment, Auras you control, and counters are modifications.)",['W'],uncommon,23,0.61,0.61,0.49,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,White
Essence Reliquary,{2}{W},3.0,,,Artifact,0,1,0,{T}: Return another target permanent you control and all Auras you control attached to it to their owner's hand. Activate only during your turn.,['W'],uncommon,24,0.56,0.56,0.47,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,White
Expel the Unworthy,{1}{W},2.0,,,Sorcery,0,1,0,"Kicker {2}{W} (You may pay an additional {2}{W} as you cast this spell.)
Choose target creature with mana value 3 or less. If this spell was kicked, instead choose target creature. Exile the chosen creature, then its controller gains life equal to its mana value.",['W'],common,25,0.23,0.23,0.56,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,White
Flare of Fortitude,{2}{W}{W},4.0,,,Instant,0,1,0,"You may sacrifice a nontoken white creature rather than pay this spell's mana cost.
Until end of turn, your life total can't change, and permanents you control gain hexproof and indestructible.",['W'],rare,26,8.67,8.67,10.85,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,White
Glyph Elemental,{1}{W},2.0,2,2,Enchantment Creature — Elemental,1,0,0,"Bestow {1}{W} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
Landfall — Whenever a land enters the battlefield under your control, put a +1/+1 counter on Glyph Elemental.
Enchanted creature gets +1/+1 for each +1/+1 counter on Glyph Elemental.",['W'],uncommon,27,0.59,0.59,0.60,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,White
Guardian of the Forgotten,{3}{W},4.0,4,4,Creature — Elephant Warrior,1,0,0,"Vigilance
Whenever a modified creature you control dies, manifest the top card of your library. (Equipment, Auras you control, and counters are modifications. To manifest a card, put the top card of your library onto the battlefield face down as a 2/2 creature. Turn it face up any time for its mana cost if it's a creature card.)",['W'],uncommon,28,0.35,0.35,0.49,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,White
Guide of Souls,{W},1.0,1,2,Creature — Human Cleric,1,0,0,"Whenever another creature enters the battlefield under your control, you gain 1 life and get {E} (an energy counter).
Whenever you attack, you may pay {E}{E}{E}. When you do, put two +1/+1 counters and a flying counter on target attacking creature. It becomes an Angel in addition to its other types.",['W'],rare,29,6.52,6.52,4.49,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,White
Hexgold Slith,{1}{W},2.0,2,1,Creature — Slith,1,0,0,"When Hexgold Slith enters the battlefield, you get {E}{E} (two energy counters).
Whenever Hexgold Slith attacks, you may pay {E}{E}. If you do, it gains first strike until end of turn.
Whenever Hexgold Slith deals combat damage to a player, put a +1/+1 counter on it.",['W'],common,30,0.28,0.28,0.41,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,White
